Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,,
Crazy What Love Can Do,Only Honest On The Weekend (Deluxe),David Guetta,3/18/22,UKWLG2200001,"1,825",34,"371,288,040","69,527","53,951,706",69,"42,623,147","297,084","5,644","1,282,246","19,793,657","2,591,798,957",111,"205,826",348,56,"947,134",40,"4,516,525",729,,"2,246,791",,0,,
Bijlee Bijlee,Bijlee Bijlee - Single,Harrdy Sandhu,10/30/21,INUM72100076,"1,832",34,"185,690,034","20,169","4,249,749",62,"653,915,314","6,109,560","26,625","3,745,325","52,219,515",,13,"1,527",,,,6,"835,141",472,,"326,010",,0,,
Super,ýýýýýýýýý ýýýýýý10ýýý 'FML' - EP,SEVENTEEN,4/24/23,USA2P2310675,"1,839",33.9,"210,481,840","14,690","8,191,208",67,"209,677,493","2,906,443","95,008","178,551,449","1,027,127,321","571,782,627",29,"3,674",27,5,"180,148",24,"645,104",601,,"491,972",,0,,
Diamonds,Diamonds,Sam Smith,9/17/20,GBUM72002531,"1,835",33.9,"411,109,963","53,928","10,287,976",58,"205,575,225","1,908,534","142,900","23,431,333","254,269,639","48,735,190",133,"403,730",53,158,"831,207",35,"77,375,004","11,904",,"5,268,930",,0,,
Sweet Dreams,Sweet Dreams,Koe Wetzel,5/17/24,USQX92401736,"1,836",33.9,"20,827,832","2,016","9,370,898",75,"3,054,416","50,012",,,,"34,213,155",24,163,2,7,"1,596,756",20,"3,202,724","2,499","254,896","23,699",,0,,
Mittelmeer,Mittelmeer,Pashanim,5/23/24,DECE72400931,"1,840",33.9,"20,583,156","3,159","12,002,200",76,"1,094,955","53,918",,,,,22,775,,10,"3,417,114",19,,,,"24,801",,0,,
Another Love,Songs from Another Love,Tom Odell,1/1/12,GBARL1300107,"1,842",33.9,"2,444,335,468","380,675","168,483,196",83,"996,981,745","9,104,648","452,786","77,257,465","714,451,407","858,018,753",137,"36,017",8,195,"16,139,369",30,,,,,,1,,
Djadja,Djadja,Aya Nakamura,4/6/18,FRZ041800369,"1,849",33.8,"449,300,755","100,823","11,604,346",65,"1,085,070,267","6,471,346","91,851","11,755,003","125,615,755","150,274,308",124,"23,057",14,66,"578,395",42,"1,232,850","4,071",,"8,075,024",,0,,
Piyar Farak Wali,Piyar Farak Wali,Pawan Singh,4/24/23,ING642302554,"1,846",33.8,"30,668,840",681,"196,547",60,"324,783,065","1,774,598","1,170","64,466","967,073",,,,,,,,,,,"24,271",,0,,
Little Life,Little Life,Cordelia,10/19/23,QZTB32354348,"1,844",33.8,"15,433,188","5,294","5,121,873",,"1,480,668","47,307","1,112,614","310,478,118","2,139,918,587","3,395,360",10,250,,5,"564,034",5,"48,577",571,,"165,267",,0,,
LOVE YOU BETTER,I NEVER LIKED YOU,Future,4/29/22,USSM12203790,"1,843",33.8,"128,787,729","37,150","4,216,777",63,"56,487,397","578,887","35,830","4,458,009","39,913,325","11,069,874",12,"260,687","3,962",1,"46,208",5,"85,707,959","10,837",,"903,005",,1,,
Woah,Woah,Lil Baby,11/8/19,USUG11902877,"1,851",33.8,"420,627,588","104,460","14,977,024",60,"448,194,116","3,160,800","203,312","26,617,282","225,572,938","9,769,097",76,"80,703",212,17,"114,900",25,"141,082,301","75,459",,"1,977,941",,1,,
DE LUNES A LUNES,DE LUNES A LUNES - Single,Manuel Turizo,8/24/23,QZDYA1800274,"1,856",33.7,"178,247,858","12,797","13,650,757",73,"104,715,392","352,213","12,100","2,454,985","26,823,518","37,557,065",17,"15,249",212,17,"5,682,855",5,"19,861,700","1,116",,"415,549",,0,,
Whistle,Whistle (feat. Calum Scott),Jax Jones,2/10/23,GBUM72202305,"1,859",33.7,"150,399,875","24,147","33,879,427",68,"31,790,864","197,887","8,960","2,341,316","59,124,615","144,744,994",58,"179,831",93,34,"800,892",9,"1,523,762",,"1,747,201","1,848,814",,0,,
Before You Leave Me,Before You Leave Me,Alex Warren,2/16/24,USAT22314248,"1,854",33.7,"99,946,842","9,128","36,536,793",78,"4,417,747","54,887",,"309,855","2,306,041","47,328,686",21,"10,826",58,15,"312,659",27,"2,870,114",552,"1,285,921","310,024",,0,,
la noia,La noia,Angelina Mango,2/7/24,ITJG42400001,"1,853",33.7,"81,694,468","4,777","7,822,812",80,"47,424,040","377,348",,"173,700","4,000,000","251,776,060",28,"14,334",,15,"3,191,554",23,"3,551",,"12,350","262,811",,0,,
The EPA Song,Make It Myself,Ants on a Log,3/31/23,QMFME2231905,"1,876",33.6,,3,56,,"369,121,448","410,669",,,,,,2,,,,,,,,1,,0,,
La solution,Voodoo belge,Marka,2/3/23,BEW512200007,"1,871",33.6,"1,537",3,226,,"414,936,783","442,757",,,,,,3,,,,,,,,,,0,,
Pump,Pump,Valentino Khan,5/26/17,USZ4V1700087,"1,873",33.6,"67,890,975","26,030","3,848,842",42,"3,506,898","39,237","13,018,365","197,043,302","3,438,499,599",,38,859,,8,"4,732",,"3,722,073","5,476",,"1,775,117",,0,,
Higher Love,Higher Love,Kygo,6/28/19,USRC11901901,"1,875",33.6,"943,137,389","117,582","79,382,957",67,"315,848,540","1,595,053","43,336","9,354,620","94,552,478","93,310,119",302,"243,385",238,165,"2,663,236",98,"54,000,735","46,744",,"5,337,579",,0,,
Friends,FRIENDS,Marshmello,2/9/18,GBAHS1800051,"1,869",33.6,"1,436,709,386","1,231","419,951",31,"1,548,579,253","15,340,302",,,,"279,747,036",32,"74,968",,1,"2,711",,,,"4,037",,,0,,
Tal Para Cual,Tal Para Cual,Salastkbron,1/11/24,AR5UH2301964,"1,867",33.6,"54,141,672","5,115","10,033,097",70,"89,396,830","355,314",,,,"195,623,398",,183,,2,"6,018",13,,,,"36,160",,0,,
Sorriso no Rosto,Sorriso no Rosto,Mc IG,5/28/24,BRWMB2400738,"1,874",33.6,"11,576,361",935,"26,514,018",71,"9,310,828","224,835",,,,"104,741",2,2,,5,"7,100,195",19,,,,,,1,,
Shaky Shaky,Shaky Shaky,Daddy Yankee,4/8/16,US2BU1600020,"1,872",33.6,"355,833,360","32,831","9,930,933",57,"1,841,152,614","6,950,519","673,957","68,853,618","580,818,135","246,854,508",32,"9,113",64,22,"84,506",22,"49,501,753","161,901",,"2,606,582",,0,,
El Amante,El Amante,Nicky Jam,1/1/17,USSD11600415,"1,870",33.6,"583,299,836","52,696","14,027,229",64,"1,463,687,327","4,556,113","206,254","7,981,083","107,045,562","279,080,167",52,"15,341",82,32,"318,807",33,"196,553,476","74,725",,"5,312,033",,0,,
ICU,ICU,Coco Jones,10/21/22,USUM72216687,"1,881",33.5,"52,106,559","13,612","2,835,147",61,"70,625,059","637,218","50,210","9,243,349","81,185,287","143,356,579",30,"173,142",104,4,"432,333",36,"52,357,286","37,370","4,473,646","1,514,755",,0,,
Way down We Go,Way Down We Go,KALEO,8/7/15,USAT21502122,"1,879",33.5,"1,086,861,259","228,925","44,949,918",79,"836,662,907","8,009,540","1,629,364","344,124,487","4,201,171,109","180,196,685",25,"105,889",97,117,"717,998",25,,,,,,0,,
PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,3/25/16,USRC11600042,"1,883",33.5,"1,320,205,697","124,827","38,410,821",71,"1,389,678,876","10,725,384","184,911","26,228,617","191,249,307","205,101,912",155,"43,881",64,67,"381,330",26,,,,"7,226,364",,1,,
When It Comes To You,When It Comes To You,Fridayy,7/21/23,USUM72309787,"1,884",33.4,"36,398,813","7,606","12,388,422",62,"51,105,810","440,385","42,585","3,116,540","30,427,598","166,879,315",17,"65,182",77,5,"660,396",39,"37,401,204","8,950","3,499,801","1,019,440",,0,,
Semangat Kerjanya Kawan,Semangat Kerjanya Kawan,Aldo Zee,9/19/22,SGB502242208,"1,891",33.4,"32,642",7,"2,063",1,"50,391",373,"3,622,500","8,929,235","235,913,641",,,,,,,,,,,,,0,,
Libaas,Libaas,Kaka,11/19/20,INS402000018,"1,889",33.4,"76,630,812","8,933","1,073,356",51,"964,253,382","9,620,300","199,165","7,327,817","99,450,429","865,457",4,20,,,,5,7,,,"264,288",,0,,
OOOUUU,OOOUUU,Young M.A,5/20/16,US6YF1600026,"1,888",33.4,"316,267,018","68,407","10,932,431",60,"515,355,994","3,980,712","83,370","35,643,009","286,622,729","2,170,348",165,"7,714",,10,"7,187",12,"144,019,785","192,642","109,465,969","2,698,587",,1,,
Flooded The Face,Pink Tape,Lil Uzi Vert,6/30/23,USAT22306846,"1,885",33.4,"125,102,655","54,044","18,974,212",66,"7,154,684","115,132","6,550","1,263,286","9,831,629","174,647,301",26,,,4,"20,831",1,"502,164","1,157",,"207,467",,1,,
X SI VOLVEMOS,X SI VOLVEMOS,KAROL G,2/3/23,USUM72222547,"1,887",33.4,"491,242,756","37,814","18,470,152",75,"80,668,854","1,002,368","37,716","4,293,404","77,308,719","1,693,129",57,"23,639",37,30,"2,744,817",32,"28,747,940","3,596",,"734,819",,1,,
IT GIRL,IT GIRL,Aliyah's Interlude,9/30/23,QZTB22388736,"1,894",33.3,"118,193,328","26,395","13,098,603",,"16,317,704","394,257","230,472","100,318,030","736,463,674",,10,342,8,2,"1,675",29,"377,548","4,267","6,417","669,634",,1,,
Never Be Lonely,Never Be Lonely,Jax Jones,2/9/24,GBUM72400217,"1,896",33.3,"27,715,232","2,834","16,731,190",,"10,646,067","88,249",,,,"33,280,611",31,"56,755",40,36,"7,400,670",50,"222,437",,"293,113","519,975",,0,,
Beat Of Your Heart,Beat Of Your Heart - Single,Purple Disco Machine,1/26/24,DEE862301861,"1,902",33.3,"21,179,750","3,144","19,059,841",,"7,849,267","75,556",,,,"58,998,674",44,"81,555",,63,"7,355,939",38,"8,608",10,,,,0,,
Low Life,EVOL,Future,2/12/16,USSM11600557,"1,897",33.3,"884,825,594","165,579","32,192,169",72,"838,504,706","3,635,933","14,065","3,965,043","39,734,161","151,660,163",74,"7,064",,66,"255,865",14,"410,065,915","91,951","5,228,883","4,453,169",,1,,
Been Like This,Been Like This,Meghan Trainor,3/14/24,USSM12401540,"1,903",33.2,"44,441,672","3,110","21,182,930",24,"6,534,998","164,262",,"7,764,642","95,682,600","186,561,065",33,"38,516",336,30,"865,129",26,"1,310,044","1,685",,"190,730",,0,,
Un Coco,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214892,"1,904",33.2,"534,736,940","54,870","16,605,882",73,"243,635,144","1,460,980","35,000","53,470,902","327,984,369","20,204,348",11,"1,066",,1,72,4,"17,997,118","4,174",,"751,985",,0,,
Tutu,Tutu,Camilo,8/9/19,USSD11900263,"1,908",33.2,"594,224,324","50,354","18,628,100",61,"903,046,839","6,893,168","691,299","11,745,148","140,587,874","275,575,570",89,"13,563",242,33,"215,002",32,"24,533,016","20,359",,"1,100,391",,0,,
Tadow,Tadow,Masego,10/6/17,QM24S1703810,"1,911",33.2,"475,786,302","169,485","31,599,668",72,"587,498,816","5,883,117","1,017,927","267,389,439","1,965,697,775","15,937,686",62,"3,354",74,30,"138,867",36,"45,202,847","60,956",,"6,595,975",,0,,
Heart Like A Truck,Heart Like A Truck,Lainey Wilson,5/20/22,QMRSZ2200986,"1,906",33.2,"156,975,001","21,559","5,658,951",68,"96,079,749","597,275","192,794","29,435,568","313,652,545","328,117,737",,"256,048",130,3,"87,459",,"35,986,096","37,567","1,447,109",,,0,,
Creeper Star,Creeper Star,Leo Walrus,11/29/22,GX8MK2200002,"1,915",33.1,,28,283,2,"445,360,465","369,291",1,25,541,,,12,,,,,,,,,,0,,
Ya Acabo,"DEV, Vol. 2",Marca MP,2/19/21,QZFZ62111678,"1,916",33.1,"340,744,110","34,114","13,462,017",65,"616,701,633","3,072,699","148,099","24,444,067","229,127,001","16,616,564",8,"3,944",328,3,"178,476",9,"79,403,159","20,882",,"1,239,032",,0,,
Love You So,The King Khan & BBQ Show,The King Khan & BBQ Show,1/1/05,USA3D0700101,"1,918",33.1,"16,326,628","12,434","3,542,140",44,"7,603,329","122,780","35,323,801","18,422,696,340","214,843,956,590","13,579,446",9,215,17,12,"211,251",12,"107,438",,,"632,600",,0,,
DOGTOOTH,DOGTOOTH,"Tyler, The Creator",3/27/23,USQX92301932,"1,914",33.1,"141,377,619","54,114","7,207,419",66,"20,493,982","566,751","2,021","802,527","4,036,849","29,195,879",23,"49,738",464,12,"99,533",8,"3,088,380","1,985",,"387,490",,1,,
Did It Again,Did It Again,Lil Tecca,7/24/19,USUG11902664,"1,923",33,"440,181,206","87,099","9,847,312",69,"109,575,448","1,082,713","3,157","795,005","7,112,170","96,353,373",15,148,67,12,"14,936",,"22,198,717","31,643","78,581,878","391,268",,1,,
Firestone,Running Hits - 2015.02,Kygo,2/9/15,SEBGA1400887,"1,928",33,"1,106,264,600","144,992","42,832,108",71,"1,040,406,066","4,527,957","19,634","5,987,576","44,057,930","156,656,689",205,"42,861",,106,"894,320",31,"110,972,879","328,237",,"17,246,943",,0,,
Cheap Thrills,This Is Acting,Sia,1/29/16,USRC11600201,"1,924",33,"699,374,947","88,850","23,034,012",72,"1,299,039,980","8,755,006","1,070,394","403,707,523","6,409,931,590","584,819,588",264,"265,852",,106,"1,712,547",11,,,,,,0,,
Meridian,Meridian,Dave,8/24/23,GBUM72306716,"1,921",33,"81,911,061","28,740","4,403,115",3,"56,777,570","494,663","43,903","8,852,635","106,000,587","85,442,573",26,,,30,"865,583",20,,,"798,578","1,019,877",,1,,
Ten by Ten,Lazy Mechanics,Carrier,2/24/23,UKMDH2100069,"1,929",33,"2,265",37,"2,401",1,"374,193,651","1,023,665",,,,,,2,,,,,,,,51,,0,,
LOU LOU,LOU LOU - Single,Gabito Ballesteros,10/21/23,USA2P2350242,"1,926",33,"242,519,709","18,760","16,688,762",,"49,878,848","310,358","48,600","7,116,059","79,422,764",,10,1,,11,"13,121,412",9,"2,357,958","1,130",,"329,048",,1,,
Dangerous Woman,Dangerous Woman,Ariana Grande,3/11/16,USUM71601826,"1,934",32.9,"1,120,622,892","104,167","39,070,160",74,"1,005,463,648","10,636,477","1,235,857","67,641,088","533,969,522","175,840,192",90,"25,667",93,42,"585,777",10,"251,664,382","168,447",,"4,234,563",,0,,
ON,MAP OF THE SOUL : 7,BTS,2/21/20,QM4TX2001949,"1,939",32.9,"452,491,920","26,714","19,212,443",64,"945,639,729","27,589,023","216,482","65,951,308","359,662,248","133,249,553",20,"9,325",15,8,"242,090",13,"2,482,890","34,459",,"1,247,966",,0,,
Problem,The Edge (Mixed By G-Wizard & DJ Nino Brown),Ariana Grande,1/1/14,USUM71405403,"1,930",32.9,"863,631,428","84,796","36,693,869",70,"1,514,451,986","7,876,147","10,083","14,796,760","108,204,850","534,765,125",113,"48,871",713,59,"486,595",32,"512,871,964","260,096",,"8,231,077",,0,,
SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,5/13/22,ITB002200385,"1,936",32.9,"308,183,607","57,988","30,736,731",64,"29,232,672","460,660","145,290","31,480,770","401,636,873","65,010",70,"175,801",629,52,"355,125",32,"20,536,894","2,578",,"2,354,432",,0,,
Bodak Yellow,Bodak Yellow,Cardi B,6/16/17,USAT21701762,"1,932",32.9,"894,360,950","99,270","29,301,256",66,"73,078,701","913,440","2,055,066","42,674,347","324,949,762","2,201,124",247,"65,706",175,41,"164,358",48,"361,926,303","556,695",,"6,520,985",,1,,
Latch,Settle,Disclosure,1/1/13,GBUM71302810,"1,933",32.9,"1,017,438,306","174,201","45,341,736",71,"569,083,040","3,417,150","202,721","80,786,067","568,058,521","162,617,345",219,"25,714",239,105,"1,023,099",72,"346,547,845","609,122","43,896,113","15,182,802",,0,,
Mourning,Mourning,Post Malone,5/19/23,USUM72306015,"1,938",32.9,"160,305,133","35,523","3,552,008",62,"51,153,469","760,977","7,354","3,026,171","44,574,455","152,388,969",54,"10,192",916,6,"99,943",9,"49,591,623","4,402",,"437,969",,1,,
BAIXO,BAIXO,xxanteria,9/19/23,QZS7J2358214,"1,942",32.8,"101,938,916","14,123","13,264,777",,"65,544,713","996,619","385,086","61,673,120","613,007,025","21,795,577",1,,,,,,,,,"436,098",,0,,
Asylum,Avana (Deluxe),Olivetheboy,3/1/24,USQX92400566,"1,940",32.8,"4,792,243",518,"3,436,044",64,"3,218,219","32,702","426,600","5,937,072","67,702,628",,16,79,,2,"5,829",7,,,"3,489","480,872",,0,,
ceilings,five seconds flat,Lizzy McAlpine,4/8/22,GBKPL2280163,"1,944",32.8,"540,382,129","67,808","85,710,040",76,"33,922,247","572,580","681,271","330,884,076","2,631,370,364","237,035,026",76,"24,819",558,31,"1,893,859",58,"5,849,073","5,565","3,195,140","1,224,138",,0,,
Love On The Brain,ANTI (Deluxe),Rihanna,1/28/16,QM5FT1600120,"1,943",32.8,"1,480,311,407","162,952","72,991,098",78,"1,013,766,482","4,126,099",324,"755,438","2,054,878","6,397,841",134,"65,711",71,76,"690,982",46,,,,"12,739,673",,1,,
HIBIKI,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/23,QMFME2364184,"1,948",32.7,"160,821,035","28,905","14,456,501",,"30,126,694","416,875",,"17,020","185,582","36,717",11,"1,127",,6,"293,259",10,"2,188,466",230,,"141,377",,1,,
YuNg BrAtZ,Revenge,XXXTENTACION,5/16/17,USUYG1142051,"1,950",32.6,"442,472,374","85,567","16,713,395",68,"99,029,913","1,622,141","469,276","58,969,522","437,018,233","1,895,476",7,9,,,,1,"24,600,240","32,645","128,221,222","1,002,168",,1,,
Thoda Thoda Pyaar,Thoda Thoda Pyaar,Stebin Ben,2/12/21,INZ031408749,"1,959",32.6,"122,853,878","12,736","2,733,790",,"873,576,528","7,386,664",,,,"158,304,094",1,418,,,,,,,,"348,168",,0,,
Black And Yellow,Black And Yellow,Wiz Khalifa,9/14/10,USAT21001800,"1,960",32.6,"636,986,949","141,343","32,621,464",69,"1,110,450,147","6,467,597","4,371","347,404","5,188,475","160,510,966",62,"2,912",52,43,"203,419",2,"380,701,728","1,580,301",,"2,807,300",,1,,
Sahara,Sahara,Hensonn,11/16/21,QMDA72134986,"1,953",32.6,"274,961,162","80,300","27,332,775",67,"196,021,271","2,844,570","506,126","381,369,913","4,719,697,686","4,466,903",18,707,,3,"91,280",6,,,,"2,819,281",,1,,
The Search,The Search,NF,5/30/19,USUM71907048,"1,951",32.6,"582,823,215","115,214","15,719,606",69,"362,990,075","5,824,758","250,470","44,853,064","394,839,659","26,175,375",11,79,,9,"39,581",3,"59,968,286","68,918","19,353,209","3,986,033",,0,,
Tacos Gucci,Tacos Gucci - Single,Anuel AA,2/15/24,QM4TW2467636,"1,970",32.5,"31,900,914","4,008","6,510,589",,"61,597,694","410,521",,,,"654,207,667",7,"2,587",37,7,"154,742",13,"1,326,891",389,"306,036","80,932",,1,,
wiggy,wiggy,Young Miko,7/21/23,QZXD92300012,"1,962",32.5,"135,841,710","22,636","7,652,807",61,"53,263,040","755,107","417,900","106,714,247","1,221,296,456","7,015,965",12,"10,927",690,7,"141,200",39,"868,108",732,,"404,918",,1,,
Nxde,I love,(G)I-DLE,10/17/22,KRA392200038,"1,969",32.5,"242,708,368","24,028","7,729,486",66,"306,925,934","3,817,854","1,937","4,217,193","28,580,589","190,154,577",12,"3,655",,4,"38,259",6,"537,228","1,013",,"452,824",,0,,
Vaina Loca,Vaina Loca,Ozuna,6/28/18,USXDR1800901,"1,963",32.5,"818,413,674","68,379","22,527,293",68,"1,084,871,772","3,856,569","272,598","6,087,146","66,017,796","355,660,176",38,"14,367",204,34,"178,470",35,"75,922,189","14,002",,"1,916,459",,0,,
Street Runner,Street Runner,Rod Wave,3/10/21,USLD91730830,"1,961",32.5,"163,921,357","36,519","4,018,180",64,"296,510,850","1,746,888","55,925","13,288,490","64,791,187","273,349,430",22,"3,894",,3,"61,084",3,"65,254,347","37,085","31,365,926","806,043",,1,,
Ay Vamos,Superventas 2015,J Balvin,3/3/14,MXUM71400922,"1,966",32.5,"385,438,228","51,062","16,368,668",68,"2,103,164,374","6,262,143","79,200","6,897,061","55,635,484","271,382,865",54,"10,723",44,44,"946,232",18,"258,667,098","98,630",,"4,433,372",,0,,
Samba de Malandro,Samba de Malandro,MC Paulin da Capital,3/14/24,BXKG22400584,"1,967",32.5,"44,365,910","3,206","27,886,603",75,"46,212,150","373,922",,,,"132,492,795",7,213,,16,"9,596,479",16,,,,"81,711",,1,,
We Found Love,Talk That Talk (Explicit),Rihanna,1/1/11,USUM71115507,"1,965",32.5,"1,655,539,775","219,739","111,528,796",79,"1,438,850,843","6,775,048",,"141,145","831,485","188,422,282",318,"192,995",1,153,"2,524,604",103,,,"29,410,060","12,779,481",,0,,
Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2/10/20,TCAEQ2083509,"1,983",32.4,"864,865,822","155,446","25,122,611",82,"119,059,085","1,543,311","391,311","189,326,209","1,722,108,635","4,587,987",3,"1,966",593,5,"32,782",13,"1,293,279","6,227","5,129,020","1,727,338",,0,,
Hell N Back,Hell N Back (Sped Up),Bakar,8/14/19,GBARL1900848,"1,975",32.4,"512,194,074","180,810","58,052,469",71,"31,571,952","420,306","349,376","182,982,444","1,524,936,587","305,486",63,"103,595",183,27,"5,714,062",51,"7,113,666","18,149","10,609,400","2,988,493",,1,,
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,11/16/19,INS181905489,"1,976",32.4,"86,910,140","8,749","2,989,865",56,"626,799,451","4,573,766","4,178,400","44,359,897","569,000,341","73,990,282",5,624,,,,7,,,,"202,049",,0,,
Shotgun,Staying at Tamara's,George Ezra,3/23/18,GBARL1701372,"1,980",32.4,"930,662,973","130,768","32,965,801",71,"473,069,489","2,566,614","217,933","11,966,552","114,370,699","78,973,996",142,"141,179",179,55,"92,980",36,"84,992,691","124,278","1,225,367","7,331,922",,0,,
Kiss Me,Songs of Sonder,Dermot Kennedy,9/2/22,USUG12201963,"1,973",32.4,"149,237,160","22,036","6,228,907",65,"60,539,963","307,422","40,847","3,087,705","52,556,917","1,935,086,543",39,"262,744",,22,"662,373",20,"87,697",147,,"2,868,389",,0,,
COCO LOCO,COCO LOCO - Single,Maluma,6/8/23,USSD12300235,"1,977",32.4,"173,609,862","23,712","20,427,970",63,"74,811,822","363,158",,,,"86,683,187",53,"54,083",531,39,"1,196,130",45,"9,667,856","1,396",,"849,055",,0,,
Sunny Day,Sunny Day,Matteo Rossanese,5/28/21,QZHN92130190,"1,974",32.4,"5,936",57,785,,,,"5,914,142","1,502,758,681","14,730,433,978",,,,,,,,,,,"122,323",,0,,
Goosebumps,Goosebumps,HVME,6/12/20,TCAEW2040509,"1,999",32.3,"495,274,429","128,838","28,968,321",63,"78,671,735","609,580","94,400","23,269,837","354,473,655","92,853,363",120,"80,857",178,54,"274,741",10,"143,877,755","33,339","6,654,386","2,916,022",,1,,
Aigiri Nandini,Numinosum,Nagavalli,2/10/23,QZFZ72331100,"1,998",32.3,,5,"4,173",,"392,842,852","1,919,579",,,,796,,1,,,,,,,,7,,0,,
Rolex,Rolex,Ayo & Teo,3/15/17,USSM11702948,"1,996",32.3,"491,634,627","75,806","13,437,276",62,"188,680,059","1,804,608","9,112,818","78,533,802","541,006,747","451,705",44,"1,858",72,21,"174,638",2,,,,"4,960,587",,0,,
on one tonight,One of Wun,Gunna,5/10/24,USAT22403441,"1,986",32.3,"28,658,023","4,184","26,150,391",77,"3,724,826","56,851",,,,"381,728",,1,3,,,,,,,,,1,,
Whiskey On You,Whiskey On You - Single,Nate Smith,5/6/22,USRN12200053,"1,985",32.3,"193,854,805","33,972","7,580,172",68,"24,154,881","173,205","57,547","3,681,829","35,905,755",,25,"238,344",208,5,"88,296",19,"125,797,090","5,528",,"466,888",,0,,
NO,NO,Meghan Trainor,3/4/16,USSM11600935,"1,988",32.3,"614,050,155","70,723","23,190,101",69,"787,010,459","6,661,292","4,283,762","326,320,402","3,071,891,173","227,450,378",78,"3,488",24,35,"186,523",16,"178,209,474","158,859",,"8,410,179",,0,,
